Name of Restaurant,Address,Location,Cuisine,Top Dishes,Price for 2,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features
Friends Food Court," 58, 51, M.t.h Road, Victory Avenue Thirumullaivoya, Ambattur, Chennai",Ambattur,"['South Indian', ' Chinese']",Invalid,200.0,2.9,11,3.9,308,"['Home Delivery', 'Indoor Seating']"
Al Taj," 35/14, Urapakkam, GST Road, Chennai",GST Road,"['Arabian', ' North Indian', ' Biryani', ' Chinese', ' South Indian']",Invalid,600.0,3.4,44,3.9,362,"['Home Delivery', 'Indoor Seating']"
Yo! Frankie," 48 A, Tharamani High Road, Opposite TCS, Taramani, Chennai",Taramani,"['Fast Food', ' Momos']",Invalid,400.0,3.0,29,3.6,1328,"['Home Delivery', 'Outdoor Seating']"
Kanishka Kulfi," 501, Mint Street, Sowcarpet, Chennai",Sowcarpet,"['Desserts', ' Ice Cream', ' Street Food', ' Beverages']",Invalid,150.0,3.6,21,3.7,178,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Food Park," 9/2, Chitra Complex, Choolaimedu, Chennai",Choolaimedu,"['North Indian', ' Chinese']",Invalid,350.0,3.2,35,4.0,239,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Catering Available']"
Cake Delights," 666 A, T.H.Road, Opposite Akash Hospital, Tiruvottiyur, Chennai",Tiruvottiyur,"['Bakery', ' Ice Cream', ' Fast Food']",Invalid,400.0,3.3,9,4.4,81,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
Lassi Bistro," 1/1, MSS Enclave, Basha Street, Choolaimedu, Chennai",Choolaimedu,"['Fast Food', ' Beverages']",Invalid,350.0,3.5,25,3.8,307,"['Home Delivery', 'Indoor Seating']"
90s Kids Food," 3/2, Valluvar Salai, Ramapuram, Chennai",Ramapuram,"['South Indian', ' Chinese', ' Fast Food']",Invalid,250.0,3.7,28,3.9,25,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Kebabistaan," 786, Annasalai, Nandanam, Chennai",Nandanam,"['Kebab', ' North Indian', ' Rolls']",Invalid,500.0,3.1,23,3.9,60,"['Home Delivery', 'Indoor Seating']"
Lassibae," 2, 41, Perumal Kovil Street, Kunkumam Nagar, Porur, Chennai",Porur,"['Beverages', ' Fast Food']",Invalid,250.0,3.5,22,3.4,1374,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Get 2 Gether," 25th Street, Sundar Nagar, Alapakkam Main Road, Porur, Chennai",Porur,"['Fast Food', ' Italian', ' Beverages']",Invalid,350.0,3.6,25,3.6,56,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Indian Biryani House," 17th, Cross Street, Shenoy Nagar, Chennai",Shenoy Nagar,"['North Indian', ' Biryani', ' Chinese', ' Mughlai']",Invalid,500.0,3.4,22,3.6,384,"['Home Delivery', 'Outdoor Seating']"
Tea Break," 2/580, Mettu Street, Iyyapanthangal Main Road, Poonamalle, Chennai",Poonamalle,"['Fast Food', ' Chinese', ' Beverages']",Invalid,350.0,3.3,33,3.1,1288,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Potbriyanis SS Food Court," 71, Sri Ayyappa Nagar, 1st Main Road, Chinmayanagar, Vadapalani, Chennai",Vadapalani,"['North Indian', ' Chettinad', ' Chinese']",Invalid,500.0,3.5,24,3.5,224,"['Home Delivery', 'Indoor Seating']"
Thalappakkattu Biriyani," 95, JN Road, V.M Nagar, Thiruvallur, Chennai",Thiruvallur,"['Biryani', ' Fast Food']",Invalid,450.0,3.5,34,3.9,103,"['Home Delivery', 'Indoor Seating']"
Zam Zam Briyani," Anna High Road, Kamaraj Nagar, NGO Colony, Choolaimedu, Chennai",Choolaimedu,"['Biryani', ' Chinese', ' North Indian']",Invalid,400.0,3.1,26,3.7,839,"['Home Delivery', 'Indoor Seating']"
Hotel Andhra Bhavan," 1119, New 38, Poonamalee High Road, Periyampet, Chetpet, Chennai",Chetpet,"['South Indian', ' Andhra']",Invalid,150.0,3.8,30,4.2,744,"['Home Delivery', 'Indoor Seating']"
F5," 4A, Padma Nagar, Retteri, Kolathur, Chennai",Kolathur,"['South Indian', ' Chinese', ' Chettinad']",Invalid,700.0,3.3,22,3.5,169,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
PUBG Sandwich Hunt," 5/177, MMDA Colony, Maduravoyal, Chennai",Maduravoyal,['Fast Food'],Invalid,200.0,3.2,28,3.5,82,"['Home Delivery', 'Indoor Seating']"
Nanjil Unavagam," 663, Velachery Main Road, Pillaiyar Kovil Street, Madipakkam, Chennai",Madipakkam,"['North Indian', ' Chinese', ' South Indian']",Invalid,500.0,3.0,17,3.1,227,"['Home Delivery', 'Indoor Seating']"
Al Rabah's Beef Kitchen," OMR Food Street, Guduvancheri, GST Road, Chennai","OMR Food Street, Guduvancheri","['Chinese', ' South Indian', ' Rolls']",Invalid,300.0,3.7,37,4.0,174,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Little Bites," 235, Velachery Main Road, Beside ICICI Bank, Selaiyur, Tambaram East, Chennai",Tambaram,"['Ice Cream', ' Desserts', ' Sandwich', ' Fast Food', ' Street Food', ' Juices', ' Beverages']",Invalid,300.0,3.6,31,4.3,334,"['Home Delivery', 'Standing Tables', 'Indoor Seating', 'Desserts and Bakes']"
Star Burma Hotel," OMR Food Street, Guduvanchery, GST Road, Chennai","OMR Food Street, Guduvancheri",['Burmese'],Invalid,150.0,2.8,28,3.8,956,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Hotel Mount Plaza," 101, Butt Road, St. Thomas Mount, Chennai",St. Thomas Mount,"['North Indian', ' South Indian', ' Chinese', ' Biryani']",Invalid,350.0,3.0,28,3.9,22,"['Home Delivery', 'Indoor Seating', 'Catering Available']"
Oscar Restaurant," 1, Issac Street, Park Town, Chennai",Park Town,"['North Indian', ' Chinese', ' Chettinad', ' Ice Cream', ' Beverages']",Invalid,500.0,3.2,37,3.9,99,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Rumman," 173/1, ECR Muttukad, Near MGM Dizzee World, Opposite  Dakshin Chithra, Muttukadu, Chennai",Muttukadu,"['South Indian', ' North Indian', ' Chinese', ' Beverages']",Invalid,500.0,2.9,27,3.3,24,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Hotel Sudhara," Hotel Sudhara, 87, Usman Road, T. Nagar, Chennai","Hotel Sudhara, T. Nagar","['North Indian', ' South Indian', ' Chinese']",Invalid,300.0,3.5,33,3.9,60,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']"
Evil Witch," 3/156A, Mageshwari Street, Padmavathi Nagar, Jalladianpet, Pallikaranai, Chennai",Pallikaranai,['Fast Food'],Invalid,250.0,3.2,22,3.9,57,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Panda Choice BBQ Club," 152, Nallathambi Main Road, Pammal, Anna Nagar East, Chennai",Anna Nagar East,"['Fast Food', ' Continental']",Invalid,300.0,3.4,29,3.5,168,"['Home Delivery', 'Indoor Seating']"
Step In Restaurant," 17, Vasantham Nagar, PH Road, Avadi, Chennai",Avadi,"['Fast Food', ' Bakery']",Invalid,400.0,3.0,38,4.0,322,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Desserts and Bakes']"
The Juice Box," 18, Gaingaiamman Koil Bus Stop, Poonamalle, Chennai",Poonamalle,"['Juices', ' Sandwich', ' Beverages']",Invalid,250.0,3.5,35,3.7,1187,"['Home Delivery', 'Indoor Seating']"
Granny's Biriyani @fs," 13, Kanagam Road, Near IIT Mandakini Gate, Research Park Road, Taramani, Chennai",Taramani,"['Biryani', ' North Indian']",Invalid,300.0,3.6,31,3.7,1621,"['Home Delivery', 'Indoor Seating']"
Jivis Night Food," 84/98, Bhajanai Koil Street, Choolaimedu, Chennai",Choolaimedu,['Fast Food'],Invalid,300.0,3.0,28,3.4,1257,"['Home Delivery', 'Indoor Seating']"
Cheese & Sauce," OMR Food Street, Ambattur, Chennai",Ambattur,"['Sandwich', ' Burger']",Invalid,250.0,3.7,22,4.1,106,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
Appa Mess," 14, Sai Nagar, 1st Main Road, Chinmaya Nagar, RTO Office, Virugambakkam, Chennai",Virugambakkam,"['Chinese', ' South Indian', ' Beverages']",Invalid,600.0,3.6,34,3.7,53,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Simply Kebab," C7, OMR Food Street, Phase 2, MGR Road, Kandanchavadi, Perungudi, Perungudi, Chennai",Perungudi,['Kebab'],Invalid,200.0,3.8,32,4.2,416,"['Home Delivery', 'Free Parking', 'Outdoor Seating']"
Chennai Rawther Restaurant," Block M8, 3rd Avenue, Anna Nagar East, Chennai",Anna Nagar East,"['North Indian', ' Chinese', ' Biryani', ' Chettinad', ' Kerala']",Invalid,500.0,3.2,29,4.3,937,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
